data,codice_istat,comune,provincia,colore,label,desc,pgrid
2026-07-14,085003,Butera,CL,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",336326
2026-07-14,085004,Caltanissetta,CL,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,325904
2026-07-14,085005,Campofranco,CL,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",326537
2026-07-14,085006,Delia,CL,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",330454
2026-07-14,085007,Gela,CL,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",340236
2026-07-14,085008,Marianopoli,CL,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,322642
2026-07-14,085009,Mazzarino,CL,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",332422
2026-07-14,085010,Milena,CL,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",326539
2026-07-14,085011,Montedoro,CL,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",327194
2026-07-14,085012,Mussomeli,CL,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,323285
2026-07-14,085013,Niscemi,CL,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",337639
2026-07-14,085014,Resuttano,CL,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",321347
2026-07-14,085015,Riesi,CL,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",333066
2026-07-14,085016,San Cataldo,CL,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",325901
2026-07-14,085017,Santa Caterina Villarmosa,CL,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",322648
2026-07-14,085018,Serradifalco,CL,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",327197
2026-07-14,085019,Sommatino,CL,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",331109
2026-07-14,085020,Sutera,CL,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",325237
2026-07-14,085021,Vallelunga Pratameno,CL,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",320034
2026-07-14,085022,Villalba,CL,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,320685
2026-07-14,086001,Agira,EN,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,320719
2026-07-14,086002,Aidone,EN,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,328527
2026-07-14,086003,Assoro,EN,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,322668
2026-07-14,086004,Barrafranca,EN,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",329817
2026-07-14,086005,Calascibetta,EN,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",322660
2026-07-14,086006,Catenanuova,EN,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",323983
2026-07-14,086007,Centuripe,EN,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,322032
2026-07-14,086008,Cerami,EN,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,315510
2026-07-14,086009,Enna,EN,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,323962
2026-07-14,086010,Gagliano Castelferrato,EN,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,318767
2026-07-14,086011,Leonforte,EN,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,321364
2026-07-14,086012,Nicosia,EN,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,318109
2026-07-14,086013,Nissoria,EN,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,320715
2026-07-14,086014,Piazza Armerina,EN,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,329825
2026-07-14,086015,Pietraperzia,EN,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",328512
2026-07-14,086016,Regalbuto,EN,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,320725
2026-07-14,086017,Sperlinga,EN,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,317456
2026-07-14,086018,Troina,EN,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",316817
2026-07-14,086019,Valguarnera Caropepe,EN,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,325921
2026-07-14,086020,Villarosa,EN,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",323306
2026-07-14,087001,Aci Bonaccorsi,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,322701
2026-07-14,087002,Aci Castello,CT,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",324005
2026-07-14,087003,Aci Catena,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,322703
2026-07-14,087004,Acireale,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,322053
2026-07-14,087005,Aci Sant'Antonio,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,322702
2026-07-14,087006,Adrano,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,320735
2026-07-14,087007,Belpasso,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,323346
2026-07-14,087008,Biancavilla,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,321387
2026-07-14,087009,Bronte,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,316829
2026-07-14,087010,Calatabiano,CT,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",315546
2026-07-14,087011,Caltagirone,CT,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",334390
2026-07-14,087012,Camporotondo Etneo,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,323998
2026-07-14,087013,Castel di Iudica,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,325935
2026-07-14,087014,Castiglione di Sicilia,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,313588
2026-07-14,087015,Catania,CT,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",325955
2026-07-14,087016,Fiumefreddo di Sicilia,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,316196
2026-07-14,087017,Giarre,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,318799
2026-07-14,087018,Grammichele,CT,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",335047
2026-07-14,087019,Gravina di Catania,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,324001
2026-07-14,087020,Licodia Eubea,CT,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",337003
2026-07-14,087021,Linguaglossa,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,314891
2026-07-14,087022,Maletto,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,314877
2026-07-14,087023,Mascali,CT,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",317498
2026-07-14,087024,Mascalucia,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,323350
2026-07-14,087025,Militello in Val di Catania,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,333102
2026-07-14,087026,Milo,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,318796
2026-07-14,087027,Mineo,CT,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",333748
2026-07-14,087028,Mirabella Imbaccari,CT,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",331782
2026-07-14,087029,Misterbianco,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,325300
2026-07-14,087030,Motta Sant'Anastasia,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,325298
2026-07-14,087031,Nicolosi,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,322046
2026-07-14,087032,Palagonia,CT,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",331797
2026-07-14,087033,Paternò,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,323993
2026-07-14,087034,Pedara,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,322048
2026-07-14,087035,Piedimonte Etneo,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,316195
2026-07-14,087036,Raddusa,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,326579
2026-07-14,087037,Ramacca,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,329842
2026-07-14,087038,Randazzo,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,313579
2026-07-14,087039,Riposto,CT,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",318149
2026-07-14,087040,San Cono,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,332429
2026-07-14,087041,San Giovanni la Punta,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,323352
2026-07-14,087042,San Gregorio di Catania,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,324004
2026-07-14,087043,San Michele di Ganzaria,CT,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",333083
2026-07-14,087044,San Pietro Clarenza,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,323999
2026-07-14,087045,Sant'Agata li Battiati,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,324002
2026-07-14,087046,Sant'Alfio,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,318146
2026-07-14,087047,Santa Maria di Licodia,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,322039
2026-07-14,087048,Santa Venerina,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,320099
2026-07-14,087049,Scordia,CT,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",332453
2026-07-14,087050,Trecastagni,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,322049
2026-07-14,087051,Tremestieri Etneo,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,323351
2026-07-14,087052,Valverde,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,323353
2026-07-14,087053,Viagrande,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,322050
2026-07-14,087054,Vizzini,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,337005
2026-07-14,087055,Zafferana Etnea,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,319446
2026-07-14,087056,Mazzarrone,CT,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",339600
2026-07-14,087057,Maniace,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,314223
2026-07-14,087058,Ragalna,CT,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,321391
2026-07-14,088001,Acate,RG,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",341550
2026-07-14,088002,Chiaramonte Gulfi,RG,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",340909
2026-07-14,088003,Comiso,RG,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",343508
2026-07-14,088004,Giarratana,RG,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",340914
2026-07-14,088005,Ispica,RG,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",349382
2026-07-14,088006,Modica,RG,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",346771
2026-07-14,088007,Monterosso Almo,RG,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",339610
2026-07-14,088008,Pozzallo,RG,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",351332
2026-07-14,088009,Ragusa,RG,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,344817
2026-07-14,088010,Santa Croce Camerina,RG,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",348061
2026-07-14,088011,Scicli,RG,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",348721
2026-07-14,088012,Vittoria,RG,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",343505
2026-07-14,089001,Augusta,SR,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",334425
2026-07-14,089002,Avola,SR,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",345488
2026-07-14,089003,Buccheri,SR,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,338313
2026-07-14,089004,Buscemi,SR,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,339616
2026-07-14,089005,Canicattini Bagni,SR,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,340927
2026-07-14,089006,Carlentini,SR,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",333113
2026-07-14,089007,Cassaro,SR,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,338968
2026-07-14,089008,Ferla,SR,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,338317
2026-07-14,089009,Floridia,SR,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",339630
2026-07-14,089010,Francofonte,SR,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",334408
2026-07-14,089011,Lentini,SR,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",333112
2026-07-14,089012,Melilli,SR,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,336373
2026-07-14,089013,Noto,SR,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",345485
2026-07-14,089014,Pachino,SR,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",351345
2026-07-14,089015,Palazzolo Acreide,SR,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,340268
2026-07-14,089016,Rosolini,SR,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",348083
2026-07-14,089017,Siracusa,SR,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",340935
2026-07-14,089018,Solarino,SR,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",338977
2026-07-14,089019,Sortino,SR,orange,Moderato,Sorseggia acqua frequentemente e aumenta il numero di pause in luoghi freschi.,337019
2026-07-14,089020,Portopalo di Capo Passero,SR,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",352649
2026-07-14,089021,Priolo Gargallo,SR,red,Alto,"Bevi spesso, anche poco più di 1 L/h e programma pause frequenti in luoghi ombreggiati o aree condizionate.",337027
